agent,mcp_server,tool,input_type,expected_action,result,http_status,blocked,raw_pii_leak,canary_leak_self,compliance_tags,evidence,reason
agent5,everything-2,get-sum,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_get-sum_pii.json,
agent5,everything-2,get-tiny-image,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_get-tiny-image_benign.json,
agent5,everything-2,get-tiny-image,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_get-tiny-image_injection.json,
agent5,everything-2,get-tiny-image,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_get-tiny-image_pii.json,
agent5,everything-2,gzip-file-as-resource,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-2/tools_call_gzip-file-as-resource_benign.json,
agent5,everything-2,gzip-file-as-resource,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-2/tools_call_gzip-file-as-resource_injection.json,
agent5,everything-2,gzip-file-as-resource,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-2/tools_call_gzip-file-as-resource_pii.json,
agent5,everything-2,simulate-research-query,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-2/tools_call_simulate-research-query_benign.json,
agent5,everything-2,simulate-research-query,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-2/tools_call_simulate-research-query_injection.json,
agent5,everything-2,simulate-research-query,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-2/tools_call_simulate-research-query_pii.json,
agent5,everything-2,toggle-simulated-logging,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_toggle-simulated-logging_benign.json,
agent5,everything-2,toggle-simulated-logging,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_toggle-simulated-logging_injection.json,
agent5,everything-2,toggle-simulated-logging,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_toggle-simulated-logging_pii.json,
agent5,everything-2,toggle-subscriber-updates,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_toggle-subscriber-updates_benign.json,
agent5,everything-2,toggle-subscriber-updates,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_toggle-subscriber-updates_injection.json,
agent5,everything-2,toggle-subscriber-updates,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_toggle-subscriber-updates_pii.json,
agent5,everything-2,trigger-long-running-operation,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_trigger-long-running-operation_benign.json,
agent5,everything-2,trigger-long-running-operation,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_trigger-long-running-operation_injection.json,
agent5,everything-2,trigger-long-running-operation,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-2/tools_call_trigger-long-running-operation_pii.json,
agent5,everything-2,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/everything-2/tools_list.json,
agent5,everything-3,echo,benign,ALLOW (route to upstream),PASS,200,False,False,True,,agent5/evidence/everything-3/tools_call_echo_benign.json,
agent5,everything-3,echo,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,True,,agent5/evidence/everything-3/tools_call_echo_injection.json,
agent5,everything-3,echo,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-3/tools_call_echo_pii.json,
agent5,everything-3,get-annotated-message,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-annotated-message_benign.json,
agent5,everything-3,get-annotated-message,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-annotated-message_injection.json,
agent5,everything-3,get-annotated-message,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-annotated-message_pii.json,
agent5,everything-3,get-env,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-env_benign.json,
agent5,everything-3,get-env,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-env_injection.json,
agent5,everything-3,get-env,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-env_pii.json,
agent5,everything-3,get-resource-links,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-resource-links_benign.json,
agent5,everything-3,get-resource-links,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-resource-links_injection.json,
agent5,everything-3,get-resource-links,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-resource-links_pii.json,
agent5,everything-3,get-resource-reference,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_get-resource-reference_benign.json,
agent5,everything-3,get-resource-reference,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_get-resource-reference_injection.json,
agent5,everything-3,get-resource-reference,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_get-resource-reference_pii.json,
agent5,everything-3,get-structured-content,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_get-structured-content_benign.json,
agent5,everything-3,get-structured-content,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_get-structured-content_injection.json,
agent5,everything-3,get-structured-content,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_get-structured-content_pii.json,
agent5,everything-3,get-sum,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-sum_benign.json,
agent5,everything-3,get-sum,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-sum_injection.json,
agent5,everything-3,get-sum,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-sum_pii.json,
agent5,everything-3,get-tiny-image,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-tiny-image_benign.json,
agent5,everything-3,get-tiny-image,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-tiny-image_injection.json,
agent5,everything-3,get-tiny-image,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_get-tiny-image_pii.json,
agent5,everything-3,gzip-file-as-resource,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_gzip-file-as-resource_benign.json,
agent5,everything-3,gzip-file-as-resource,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_gzip-file-as-resource_injection.json,
agent5,everything-3,gzip-file-as-resource,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-3/tools_call_gzip-file-as-resource_pii.json,
agent5,everything-3,simulate-research-query,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_simulate-research-query_benign.json,
agent5,everything-3,simulate-research-query,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_simulate-research-query_injection.json,
agent5,everything-3,simulate-research-query,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-3/tools_call_simulate-research-query_pii.json,
agent5,everything-3,toggle-simulated-logging,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_toggle-simulated-logging_benign.json,
agent5,everything-3,toggle-simulated-logging,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_toggle-simulated-logging_injection.json,
agent5,everything-3,toggle-simulated-logging,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_toggle-simulated-logging_pii.json,
agent5,everything-3,toggle-subscriber-updates,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_toggle-subscriber-updates_benign.json,
agent5,everything-3,toggle-subscriber-updates,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_toggle-subscriber-updates_injection.json,
agent5,everything-3,toggle-subscriber-updates,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_toggle-subscriber-updates_pii.json,
agent5,everything-3,trigger-long-running-operation,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_trigger-long-running-operation_benign.json,
agent5,everything-3,trigger-long-running-operation,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_trigger-long-running-operation_injection.json,
agent5,everything-3,trigger-long-running-operation,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-3/tools_call_trigger-long-running-operation_pii.json,
agent5,everything-3,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/everything-3/tools_list.json,
agent5,everything-4,echo,benign,ALLOW (route to upstream),PASS,200,False,False,True,,agent5/evidence/everything-4/tools_call_echo_benign.json,
agent5,everything-4,echo,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,True,,agent5/evidence/everything-4/tools_call_echo_injection.json,
agent5,everything-4,echo,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-4/tools_call_echo_pii.json,
agent5,everything-4,get-annotated-message,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-annotated-message_benign.json,
agent5,everything-4,get-annotated-message,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-annotated-message_injection.json,
agent5,everything-4,get-annotated-message,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-annotated-message_pii.json,
agent5,everything-4,get-env,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-env_benign.json,
agent5,everything-4,get-env,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-env_injection.json,
agent5,everything-4,get-env,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-env_pii.json,
agent5,everything-4,get-resource-links,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-resource-links_benign.json,
agent5,everything-4,get-resource-links,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-resource-links_injection.json,
agent5,everything-4,get-resource-links,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-resource-links_pii.json,
agent5,everything-4,get-resource-reference,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_get-resource-reference_benign.json,
agent5,everything-4,get-resource-reference,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_get-resource-reference_injection.json,
agent5,everything-4,get-resource-reference,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_get-resource-reference_pii.json,
agent5,everything-4,get-structured-content,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_get-structured-content_benign.json,
agent5,everything-4,get-structured-content,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_get-structured-content_injection.json,
agent5,everything-4,get-structured-content,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_get-structured-content_pii.json,
agent5,everything-4,get-sum,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-sum_benign.json,
agent5,everything-4,get-sum,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-sum_injection.json,
agent5,everything-4,get-sum,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-sum_pii.json,
agent5,everything-4,get-tiny-image,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-tiny-image_benign.json,
agent5,everything-4,get-tiny-image,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-tiny-image_injection.json,
agent5,everything-4,get-tiny-image,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_get-tiny-image_pii.json,
agent5,everything-4,gzip-file-as-resource,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_gzip-file-as-resource_benign.json,
agent5,everything-4,gzip-file-as-resource,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_gzip-file-as-resource_injection.json,
agent5,everything-4,gzip-file-as-resource,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-4/tools_call_gzip-file-as-resource_pii.json,
agent5,everything-4,simulate-research-query,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_simulate-research-query_benign.json,
agent5,everything-4,simulate-research-query,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_simulate-research-query_injection.json,
agent5,everything-4,simulate-research-query,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-4/tools_call_simulate-research-query_pii.json,
agent5,everything-4,toggle-simulated-logging,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_toggle-simulated-logging_benign.json,
agent5,everything-4,toggle-simulated-logging,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_toggle-simulated-logging_injection.json,
agent5,everything-4,toggle-simulated-logging,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_toggle-simulated-logging_pii.json,
agent5,everything-4,toggle-subscriber-updates,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_toggle-subscriber-updates_benign.json,
agent5,everything-4,toggle-subscriber-updates,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_toggle-subscriber-updates_injection.json,
agent5,everything-4,toggle-subscriber-updates,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_toggle-subscriber-updates_pii.json,
agent5,everything-4,trigger-long-running-operation,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_trigger-long-running-operation_benign.json,
agent5,everything-4,trigger-long-running-operation,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_trigger-long-running-operation_injection.json,
agent5,everything-4,trigger-long-running-operation,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-4/tools_call_trigger-long-running-operation_pii.json,
agent5,everything-4,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/everything-4/tools_list.json,
agent5,everything-5,echo,benign,ALLOW (route to upstream),PASS,200,False,False,True,,agent5/evidence/everything-5/tools_call_echo_benign.json,
agent5,everything-5,echo,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,True,,agent5/evidence/everything-5/tools_call_echo_injection.json,
agent5,everything-5,echo,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-5/tools_call_echo_pii.json,
agent5,everything-5,get-annotated-message,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-annotated-message_benign.json,
agent5,everything-5,get-annotated-message,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-annotated-message_injection.json,
agent5,everything-5,get-annotated-message,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-annotated-message_pii.json,
agent5,everything-5,get-env,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-env_benign.json,
agent5,everything-5,get-env,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-env_injection.json,
agent5,everything-5,get-env,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-env_pii.json,
agent5,everything-5,get-resource-links,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-resource-links_benign.json,
agent5,everything-5,get-resource-links,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-resource-links_injection.json,
agent5,everything-5,get-resource-links,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-resource-links_pii.json,
agent5,everything-5,get-resource-reference,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_get-resource-reference_benign.json,
agent5,everything-5,get-resource-reference,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_get-resource-reference_injection.json,
agent5,everything-5,get-resource-reference,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_get-resource-reference_pii.json,
agent5,everything-5,get-structured-content,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_get-structured-content_benign.json,
agent5,everything-5,get-structured-content,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_get-structured-content_injection.json,
agent5,everything-5,get-structured-content,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_get-structured-content_pii.json,
agent5,everything-5,get-sum,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-sum_benign.json,
agent5,everything-5,get-sum,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-sum_injection.json,
agent5,everything-5,get-sum,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-sum_pii.json,
agent5,everything-5,get-tiny-image,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-tiny-image_benign.json,
agent5,everything-5,get-tiny-image,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-tiny-image_injection.json,
agent5,everything-5,get-tiny-image,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_get-tiny-image_pii.json,
agent5,everything-5,gzip-file-as-resource,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_gzip-file-as-resource_benign.json,
agent5,everything-5,gzip-file-as-resource,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_gzip-file-as-resource_injection.json,
agent5,everything-5,gzip-file-as-resource,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-5/tools_call_gzip-file-as-resource_pii.json,
agent5,everything-5,simulate-research-query,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_simulate-research-query_benign.json,
agent5,everything-5,simulate-research-query,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_simulate-research-query_injection.json,
agent5,everything-5,simulate-research-query,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-5/tools_call_simulate-research-query_pii.json,
agent5,everything-5,toggle-simulated-logging,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_toggle-simulated-logging_benign.json,
agent5,everything-5,toggle-simulated-logging,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_toggle-simulated-logging_injection.json,
agent5,everything-5,toggle-simulated-logging,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_toggle-simulated-logging_pii.json,
agent5,everything-5,toggle-subscriber-updates,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_toggle-subscriber-updates_benign.json,
agent5,everything-5,toggle-subscriber-updates,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_toggle-subscriber-updates_injection.json,
agent5,everything-5,toggle-subscriber-updates,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_toggle-subscriber-updates_pii.json,
agent5,everything-5,trigger-long-running-operation,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_trigger-long-running-operation_benign.json,
agent5,everything-5,trigger-long-running-operation,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_trigger-long-running-operation_injection.json,
agent5,everything-5,trigger-long-running-operation,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-5/tools_call_trigger-long-running-operation_pii.json,
agent5,everything-5,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/everything-5/tools_list.json,
agent5,everything-mcp,echo,benign,ALLOW (route to upstream),PASS,200,False,False,True,,agent5/evidence/everything-mcp/tools_call_echo_benign.json,
agent5,everything-mcp,echo,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,True,,agent5/evidence/everything-mcp/tools_call_echo_injection.json,
agent5,everything-mcp,echo,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-mcp/tools_call_echo_pii.json,
agent5,everything-mcp,get-annotated-message,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-annotated-message_benign.json,
